weeks,event,age,logsalary,married,isfemale,hasChildren,caucasian
2,0,23,5.777479466,0,0,1,0
2,0,39,5.531948836,0,1,1,0
10,0,32,5.350031234,0,0,0,1
2,1,24,5.611504866,0,0,0,1
6,1,33,5.605476981,1,1,1,1
0,0,28,5.372376166,1,1,1,0
2,1,49,5.772397898,0,1,0,1
3,0,51,5.420904296,1,0,1,1
11,0,29,6.296103201,0,0,0,1
1,0,30,5.947979692,1,0,0,0
5,0,27,5.338168582,1,1,1,0
7,0,25,4.990218051,0,0,1,1
2,1,25,5.665817646,1,0,0,1
4,1,37,6.367982351,1,0,0,1
4,0,24,5.478075389,1,1,1,1
4,0,40,5.769219526,1,0,1,0
4,0,26,4.763075051,1,1,1,1
6,0,37,5.385509284,1,1,1,0
7,0,27,5.571542496,1,0,1,1
8,0,22,6.443888365,0,1,0,1
0,0,26,5.857685725,0,1,1,1
4,0,56,5.18046034,1,0,0,1
4,0,51,5.704287245,0,1,0,1
5,0,52,5.916206572,1,1,0,0
0,0,23,5.588069792,1,0,0,1
24,0,40,5.329377287,0,0,0,0
1,1,46,5.121290515,1,0,0,1
7,0,52,6.676029576,1,0,0,1
0,0,37,5.500243614,0,0,0,1
0,1,53,7.030847243,1,0,1,1
2,1,25,5.39332402,1,0,0,1
2,0,40,5.928016941,1,0,0,1
0,0,44,6.054737951,1,0,1,1
9,0,20,5.274498883,0,0,0,1
15,0,39,5.625318193,1,0,1,1
4,0,47,5.29701745,1,0,0,1
12,1,42,5.778469371,0,0,0,1
4,0,28,5.82749311,0,0,0,1
11,1,55,5.503619766,0,0,0,1
1,0,25,5.845245511,0,0,0,1
2,0,24,5.541354234,0,1,0,1
8,0,37,5.529364932,1,1,1,1
6,1,34,5.593379691,0,0,0,1
9,0,54,6.00277329,1,0,0,1
0,1,38,5.637543406,0,0,0,1
10,0,60,5.969309705,1,0,0,1
1,0,31,6.217698551,0,0,0,1
2,0,26,6.098878022,0,0,0,1
2,1,29,6.275324211,1,0,0,1
8,1,42,6.615292158,1,0,1,1
19,0,53,6.67587776,1,0,0,1
1,1,55,7.142137404,1,0,0,1
14,0,21,5.172638759,0,0,0,1
1,0,37,5.652331946,1,0,1,1
5,1,24,5.333117517,0,0,0,1
3,1,50,6.278900787,1,0,1,1
5,0,47,6.24332232,1,0,1,1
5,0,42,5.899022082,1,1,1,1
27,0,58,6.488472184,0,0,0,1
1,1,25,6.660047736,0,0,0,1
0,1,28,5.997482481,1,0,0,1
7,0,30,5.538894045,0,0,0,1
2,0,37,6.300626621,1,1,1,1
3,1,38,5.135398423,1,1,0,1
1,1,27,5.264567984,0,0,0,1
2,0,28,5.64758344,1,0,1,1
2,0,48,5.752136789,0,0,0,1
1,1,23,5.154208088,1,0,1,1
2,0,61,5.319000522,0,1,0,1
4,0,61,5.777042797,0,1,0,1
11,0,25,5.362522555,1,0,1,1
6,0,50,5.700595916,1,0,0,1
15,1,24,5.141204391,1,1,1,1
15,0,38,5.272729009,1,1,1,0
4,0,28,5.652097473,1,0,1,1
3,1,20,4.633467524,0,0,1,1
6,0,59,5.594080263,1,0,0,1
5,0,24,5.691692685,1,0,1,1
6,0,21,5.409013481,1,1,0,1
0,0,23,4.917956178,0,0,0,1
3,0,20,5.31607564,0,0,1,1
6,0,34,5.993963678,1,1,1,0
2,0,24,5.060990199,0,0,1,1
14,0,22,5.219030036,0,0,0,0
27,1,51,5.875469228,1,0,1,1
4,0,32,4.991887161,1,1,1,1
16,0,51,5.344149037,0,1,1,1
2,0,33,5.213964421,1,0,1,1
12,0,36,5.726634787,1,1,0,1
6,0,30,5.198447293,1,1,1,1
6,0,36,6.248975109,0,0,1,1
7,1,31,5.950316821,1,0,1,1
20,0,35,5.417727973,0,1,0,0
2,1,25,5.364863125,1,0,0,1
1,0,40,5.514970774,1,1,0,1
16,0,36,5.783987932,0,0,0,0
16,0,26,5.944425621,1,0,1,1
2,1,33,5.690303215,1,0,1,1
1,0,32,6.224188423,1,0,1,1
9,0,36,5.035112428,1,0,1,0
7,0,46,6.143874102,0,1,0,1
1,0,25,5.579605698,0,0,0,1
5,0,29,5.530282936,1,1,0,0
9,1,50,5.553828851,0,0,0,1
0,0,27,5.705219848,1,0,1,0
1,1,34,6.259303011,1,1,1,0
5,0,29,5.661141105,0,0,0,0
5,0,24,5.752428977,0,1,0,1
14,0,39,5.0135822,0,1,0,0
3,1,21,5.751811399,0,0,0,1
0,0,39,5.687224584,0,0,0,1
4,0,48,4.935192055,1,1,1,1
1,1,26,4.834963827,0,0,0,0
6,1,42,5.270709508,1,1,0,1
0,1,35,6.566209483,1,0,1,1
3,0,25,5.135286421,1,0,1,1
5,1,26,5.386978529,0,1,0,0
8,0,33,5.029447219,0,0,0,1
11,0,39,6.328314802,0,0,1,1
5,0,28,5.160806942,0,1,0,1
3,0,42,7.327207579,0,0,0,1
9,0,23,5.451566241,1,1,0,1
5,0,26,5.479650306,0,0,0,1
11,0,43,5.512906417,0,1,1,1
4,0,44,5.947090369,0,0,0,1
18,0,39,5.383686167,1,0,1,1
14,0,36,5.57458731,1,1,1,1
0,0,60,4.925884099,0,1,0,1
0,1,27,5.264359853,1,1,0,1
1,1,25,5.86323235,1,1,0,1
7,0,35,6.035981269,0,0,1,1
0,0,25,5.074203092,0,1,0,1
2,0,23,5.950718066,1,1,0,1
6,1,56,5.525442775,1,0,0,1
4,0,23,5.30507088,1,0,1,1
4,0,22,5.611935786,1,1,1,1
4,1,48,5.05084809,1,1,1,1
5,0,20,4.935164543,1,1,1,1
21,0,20,5.028874035,0,1,0,1
2,0,43,3.905678125,0,0,0,1
2,0,31,5.019721669,0,0,0,0
2,0,49,6.12933579,1,0,0,1
2,0,21,5.521462918,1,0,0,1
20,0,24,6.080199059,0,0,0,1
20,0,20,6.128757219,1,0,0,1
3,0,42,5.336469999,1,1,0,1
3,0,29,5.781040925,0,0,0,1
4,1,23,5.433245341,0,1,0,1
2,0,33,6.368706262,1,0,1,1
0,1,58,5.859098649,1,0,0,1
6,0,24,5.630198801,0,1,1,0
19,0,26,5.378251274,0,1,1,0
1,0,29,5.553299909,1,0,1,1
0,1,46,5.594239746,0,1,0,1
2,1,23,5.393161736,1,0,0,1
1,1,26,5.497475298,0,0,0,1
6,0,49,5.644290014,1,0,1,1
2,1,22,5.902225928,0,0,0,1
4,1,49,5.264431754,1,0,1,0
8,0,27,5.246794539,0,1,1,0
2,0,55,5.739707847,1,0,0,1
0,0,25,5.414407801,0,0,0,1
6,0,22,5.088374497,1,0,1,0
2,1,24,5.853214264,0,0,0,1
5,1,28,6.074527631,1,1,1,1
8,0,54,5.558814921,0,0,0,0
7,0,21,5.586839086,0,0,1,0
7,1,34,6.285577627,0,0,0,1
1,1,25,5.955203576,0,0,0,1
6,0,22,4.515584975,1,1,1,0
1,0,22,5.32076743,1,1,0,0
5,0,49,5.289536379,1,0,1,0
3,0,23,5.831406359,1,0,1,1
3,0,39,5.954733127,1,0,1,1
13,0,27,5.137993134,0,1,1,0
20,1,29,5.692593776,1,0,1,1
3,0,56,5.390386855,1,0,0,1
4,0,23,5.843022404,0,0,0,1
5,0,32,5.534180464,0,1,0,1
1,0,33,5.27233172,1,1,1,0
5,1,50,6.695137292,0,0,0,1
11,0,30,5.438587989,1,0,1,0
5,0,39,6.102888615,1,0,1,1
2,0,26,5.863425721,0,0,0,1
14,1,43,6.371254837,1,0,0,1
14,0,37,5.114228901,1,1,0,1
5,0,23,6.040985566,1,0,0,1
2,0,28,5.732703741,0,0,0,1
13,1,36,5.635107373,1,0,0,1
7,1,38,6.548889416,1,0,1,1
6,0,39,6.088889257,0,0,0,1
3,0,42,6.547816277,1,0,1,1
22,0,41,5.178601743,1,1,1,1
13,0,44,6.291311503,1,0,0,1
6,1,60,5.469941486,0,1,0,1
6,0,30,5.275436625,1,0,0,1
6,0,24,5.774154646,0,0,0,1
7,1,28,4.780964134,1,1,1,1
1,0,23,4.739483067,0,1,0,1
10,0,30,5.696421251,1,0,1,1
1,1,57,4.804028222,1,1,0,1
2,1,42,6.406143716,0,1,0,1
0,1,28,4.980467692,1,1,1,1
1,1,23,4.699950307,1,1,1,1
5,1,35,5.94062623,1,0,1,1
7,0,22,5.343005018,0,1,0,1
6,0,57,5.198566787,1,1,0,1
10,0,58,5.121460906,0,1,0,1
1,0,29,5.043916143,1,1,1,1
13,0,22,6.10689397,0,0,0,1
7,1,28,5.953076892,1,0,1,1
25,0,26,5.133945113,0,0,0,0
4,0,39,5.732940827,0,1,1,1
3,0,27,4.653982885,1,0,1,0
2,0,28,5.054117107,0,1,0,1
13,0,33,6.084947684,1,0,1,0
2,0,55,4.90026371,1,0,0,1
5,1,30,5.670382816,1,0,0,0
26,0,37,4.951612843,0,1,1,1
11,0,50,6.504835901,1,0,1,1
1,0,32,6.683357097,1,0,0,1
9,0,32,6.302464353,0,0,0,1
9,0,22,5.417674522,0,0,0,1
0,0,27,6.343735504,1,0,1,1
5,0,36,6.762978046,1,0,1,1
1,0,36,5.141724818,0,1,1,1
11,1,20,4.860768936,1,0,0,1
11,0,24,5.442218175,1,1,1,1
5,0,35,6.086036172,1,0,1,1
0,1,37,5.903708791,1,0,1,1
1,1,36,6.005892146,0,1,1,1
3,0,24,5.849531475,1,0,1,1
3,0,27,6.207149173,1,0,1,1
3,0,27,5.763960768,0,0,0,1
4,1,32,6.533610246,1,0,1,1
6,0,35,6.445908956,0,0,0,1
5,1,28,6.372431326,0,0,0,1
10,1,38,6.096293283,1,0,1,1
5,0,31,5.329391912,1,0,1,1
0,1,25,6.105507351,0,0,0,1
0,0,26,5.775800346,1,0,1,1
9,0,21,5.504827744,1,0,1,1
1,1,23,5.158574785,1,0,0,1
12,0,35,5.372026886,0,0,1,1
14,1,39,5.726000742,1,0,1,1
0,1,29,6.885437472,1,0,1,1
3,0,45,5.044612063,1,0,1,1
2,0,50,6.075503238,0,0,0,1
6,0,23,5.928494861,1,0,1,1
0,1,25,5.484696593,1,1,0,1
0,1,29,4.990082054,0,1,0,1
1,0,20,5.230443884,0,0,1,1
3,0,33,6.403667146,1,0,1,1
21,0,48,5.997394819,0,1,0,1
16,0,37,5.303451258,0,1,1,1
1,0,23,5.727328017,0,0,0,1
7,0,37,5.247004654,1,1,1,1
0,1,24,4.907665262,1,1,0,1
1,1,42,6.163881348,1,0,1,1
7,0,27,6.043516422,0,0,0,1
2,0,24,5.469207865,0,0,0,1
11,0,35,5.935878575,1,1,0,1
1,1,38,5.715892404,1,0,1,1
0,0,37,5.684534253,1,1,0,1
2,0,33,6.384791637,1,0,1,1
0,0,23,4.970268251,0,0,0,1
10,0,45,6.834902437,1,0,0,1
4,0,32,6.175272167,1,1,0,1
3,0,20,4.760559598,0,1,0,1
5,0,25,6.209691494,0,0,0,1
11,1,31,5.457184356,1,1,1,1
12,0,26,6.048206923,0,0,0,1
3,0,22,5.970549663,1,0,1,1
1,1,42,5.813948988,0,1,1,1
2,0,20,4.966458115,0,1,1,1
2,1,29,6.343273266,0,1,0,1
5,0,48,5.060373408,0,1,0,1
14,0,36,6.46378003,1,0,1,1
0,1,38,6.183227614,0,1,1,1
2,0,33,5.93148974,1,0,1,1
17,1,28,5.05768395,1,1,1,0
1,0,24,5.015209426,0,1,0,1
0,0,23,4.926677423,0,1,0,1
4,1,27,6.1103806,1,0,1,1
2,1,23,5.575139597,1,0,1,1
0,1,26,5.396149972,0,0,0,1
4,0,21,5.59871951,1,0,1,1
1,0,26,5.77051712,0,1,0,1
2,0,46,7.493068222,1,0,1,1
1,0,38,5.008509061,0,0,0,0
4,0,34,4.926901298,0,0,0,0
4,0,29,5.162604171,0,0,0,1
6,0,35,5.848551191,1,1,1,1
10,0,35,5.330517918,1,0,1,1
2,0,25,4.691613449,1,1,1,1
1,0,24,5.472783144,1,0,0,1
17,0,41,5.890657807,1,1,1,1
16,0,33,6.009329732,0,1,1,1
1,0,52,6.708537327,1,0,0,1
6,0,32,6.393451462,1,0,1,1
2,0,39,6.270266034,0,0,0,1
27,0,31,4.884194228,1,0,1,1
4,1,42,6.996987058,1,0,1,1
1,0,38,5.780139633,1,0,1,1
5,0,27,5.783502902,0,0,0,1
4,1,26,5.39126223,0,0,0,1
0,1,32,4.989071583,0,0,0,1
3,0,34,5.755013296,0,0,1,1
1,0,53,6.932400062,1,0,0,1
2,0,28,5.819537125,1,0,1,1
3,1,48,6.362288321,1,0,1,1
16,0,46,4.122796049,1,0,1,0
3,1,36,6.074881445,1,0,1,1
9,0,35,6.251850676,1,0,1,1
16,0,49,4.76752788,1,1,1,1
13,0,39,5.038879505,1,1,1,0
1,1,34,6.190423425,1,0,1,1
7,0,37,5.519606123,1,1,1,1
10,0,43,5.632860363,1,0,1,0
2,1,20,5.027084073,0,1,0,1
14,0,49,6.110794102,1,0,0,1
6,0,21,5.513012699,0,0,0,0
12,0,59,6.7700574,1,0,0,1
4,1,25,4.82136417,0,1,0,0
12,0,56,6.246221371,1,0,0,1
2,1,41,6.036613252,1,0,1,1
5,0,28,6.116104375,1,0,0,1
1,1,30,6.217882985,1,0,1,1
1,1,20,4.987206125,1,0,1,0
1,1,37,5.689587718,1,0,1,1
6,1,30,5.057425743,0,1,0,1
8,0,39,5.148733573,1,1,1,0
13,0,32,6.106328325,1,0,1,1
1,0,29,5.448094943,1,1,1,1
11,0,38,5.685914847,0,0,0,0
7,1,52,5.511067752,1,0,0,1
9,0,54,4.967777226,0,0,0,1
10,0,38,6.750519271,1,0,0,0
4,1,37,6.141748843,1,0,1,1
8,0,45,5.562491046,1,0,1,1
3,0,36,6.668009333,1,0,1,0
1,0,24,5.459302608,0,1,0,1
11,0,34,6.024056913,1,0,1,1
1,1,27,5.402520966,1,1,1,1
4,0,42,5.76793602,1,0,1,1
1,1,47,6.634342935,1,0,0,1
6,0,20,6.050610023,0,0,0,1
8,1,36,5.464699908,1,1,1,1
4,0,35,6.362505179,1,0,1,1
0,0,21,5.813896457,0,0,0,1
0,0,23,5.406749187,0,1,0,1
2,0,38,5.757920998,0,0,0,1
2,0,38,5.975511337,0,0,0,1
2,0,26,5.584610052,1,0,0,1
7,1,35,5.681834865,1,0,1,1
9,0,26,5.23393825,1,1,1,1
5,1,57,5.783668703,1,0,0,1
14,0,29,6.142351595,1,1,1,1
0,1,29,5.748863119,1,0,1,1
14,0,51,6.475811544,1,0,0,1
7,0,42,6.147840666,0,1,1,1
1,1,26,5.532027731,0,0,0,1
2,1,23,4.807906354,0,1,0,1
17,0,56,6.02186003,0,1,0,0
5,0,53,6.541119978,1,0,0,1
3,1,33,6.282824861,1,0,1,1
7,1,39,7.176774795,1,0,1,1
0,1,26,5.521114194,1,0,0,1
20,0,58,6.357020412,1,0,0,1
26,0,58,4.920395013,0,0,0,1
2,0,42,5.735507696,1,0,1,1
4,0,23,5.109502106,1,1,1,1
3,1,37,6.602796367,1,0,1,1
7,0,45,5.068980449,1,1,1,1
6,0,37,6.223142465,1,0,1,1
8,0,29,6.277973646,1,0,1,1
4,0,25,6.463177418,1,0,0,1
2,0,37,6.390512763,1,0,0,1
16,0,38,5.247616286,1,0,1,1
3,0,39,5.317974669,0,0,0,1
7,0,37,6.030315368,1,0,1,1
16,1,58,5.264443922,0,1,1,1
3,1,23,6.330711282,1,0,0,1
2,0,33,6.749539463,1,0,1,1
9,0,24,5.765926772,1,0,0,1
5,0,37,5.646608318,1,0,1,1
12,0,52,7.181849767,1,0,0,1
0,0,27,6.151835659,1,0,1,1
8,0,29,6.587420869,0,0,0,1
5,0,36,6.088387885,1,0,0,1
21,0,26,6.10988671,0,0,1,1
19,0,30,6.028531863,1,0,1,1
6,1,31,5.120224293,0,1,1,1
9,1,22,5.217486447,1,1,1,1
20,0,33,5.83000092,0,1,0,0
8,0,32,5.457398761,1,0,1,1
0,1,38,5.824155291,1,0,1,1
2,0,34,6.950665125,1,0,1,1
1,0,37,5.307943636,1,0,1,0
4,0,27,5.931506163,1,0,1,1
1,0,36,4.942062588,1,1,1,0
7,0,43,5.296769087,1,0,1,0
2,0,21,5.244598312,0,1,0,1
4,0,57,5.600380227,1,0,0,1
2,0,24,5.053559128,1,0,1,0
15,0,38,5.166300252,0,0,0,1
4,0,42,5.185461105,0,1,1,1
3,0,21,4.943452467,0,1,1,1
21,0,24,5.250072653,0,0,0,0
4,0,38,5.311011302,0,0,0,1
1,1,29,5.530289105,1,0,1,1
16,0,23,5.209440514,0,0,1,1
7,1,53,5.943365409,1,0,0,1
2,0,48,5.757369485,1,0,1,1
1,1,39,5.654824387,1,0,1,1
23,0,23,5.087873182,0,0,0,1
3,0,25,5.667937161,0,0,0,1
1,0,39,4.749356461,0,1,0,1
10,0,57,5.502954718,1,0,0,1
3,0,29,5.162232436,1,0,1,0
2,1,38,5.356027879,1,0,1,1
5,0,20,4.969044462,1,1,0,1
5,0,21,4.970488234,0,0,0,1
1,0,30,5.641780436,1,0,1,1
3,1,36,5.232418133,1,0,1,1
2,0,23,5.42566529,1,0,1,1
8,0,33,5.235942285,1,1,1,1
1,1,25,6.196027379,0,0,0,1
2,1,39,5.353572969,1,1,1,1
0,1,53,5.968435148,1,0,0,1
6,1,35,5.114628909,1,0,0,0
6,1,37,5.677288961,1,1,1,0
12,0,40,5.9268896,1,0,0,1
14,1,44,7.008544022,1,0,1,0
1,1,37,6.794221012,0,0,0,1
1,1,34,5.376267991,0,1,1,0
14,0,60,5.160256833,1,1,0,1
0,1,22,5.805285891,0,1,0,1
8,0,28,4.847251361,1,1,1,1
8,0,29,4.921332663,1,0,1,1
3,0,20,5.139985821,0,1,1,1
8,0,25,5.558649224,1,0,0,1
13,1,32,6.064993187,1,0,1,1
6,1,37,6.828707862,1,0,1,1
0,0,53,5.528209967,1,0,0,1
7,0,31,5.183987924,1,1,1,1
7,0,38,5.377231007,0,0,0,1
0,1,52,5.232846491,1,1,0,1
5,0,30,5.889094664,1,0,1,1
13,0,21,5.930173838,0,0,1,1
9,0,37,6.197425544,0,0,0,1
9,0,37,6.117354646,0,0,0,1
8,0,37,6.115465924,0,1,0,1
10,0,35,5.517218616,1,1,1,1
5,1,26,5.128416554,0,0,0,0
2,0,27,5.179692994,1,0,1,1
10,0,43,5.47154819,0,1,0,1
13,0,26,4.795340622,0,1,1,1
1,0,20,5.276438203,0,0,1,1
6,0,29,5.491525726,0,1,0,1
1,1,33,5.377791974,1,0,1,1
9,1,55,5.518676574,1,0,0,1
4,1,23,5.96902118,0,0,0,1
4,0,41,6.460783371,1,0,1,1
1,1,37,5.343765121,1,0,1,1
7,0,44,5.767900575,1,1,1,0
5,1,25,5.650642952,0,1,0,1
7,1,42,6.007559,0,0,0,1
2,0,24,6.066330569,1,0,0,1
17,1,59,5.46452734,1,0,0,1
8,0,28,6.157493956,1,0,0,1
1,0,20,5.666719339,1,0,1,1
0,0,27,5.254032255,0,0,0,1
4,0,35,5.617397333,1,0,1,1
6,0,28,5.616490086,1,1,1,1
15,0,40,6.093278611,1,0,1,1
3,0,20,5.671842626,0,0,0,1
4,0,31,5.388553727,1,0,1,1
7,0,44,6.161630279,1,1,1,1
1,1,26,6.088141485,0,0,0,1
2,0,44,5.39830487,1,0,1,1
3,0,45,5.675667049,1,0,1,1
3,0,43,6.056033832,1,0,1,1
6,0,43,5.543658769,1,1,1,1
1,0,22,4.986970323,0,0,0,1
2,0,22,4.236526307,0,1,0,0
4,1,30,5.307416133,0,0,0,0
4,0,40,5.053394635,0,0,0,1
2,0,22,5.134053777,0,0,0,1
0,1,46,4.879235427,1,1,0,1
4,0,47,5.920855961,1,0,0,0
8,0,54,5.355251632,0,1,0,0
2,1,33,6.642888371,1,0,1,1
2,0,22,5.81218297,0,0,0,1
5,0,59,5.688494661,1,1,0,1
4,1,27,5.184334428,0,0,0,1
14,0,27,5.64657868,1,1,1,1
4,0,22,5.287381491,1,1,0,1
1,0,21,5.70030894,1,0,1,1
2,0,21,5.979639617,0,0,0,1
2,0,35,5.197954643,1,0,1,1
3,1,44,6.15391891,1,0,0,1
2,0,41,6.202575717,1,0,1,1
1,1,43,6.064091268,1,0,1,1
9,0,55,6.954863254,0,0,0,1
1,0,27,6.318337345,1,0,1,1
2,1,32,6.990019066,0,0,0,1
2,0,42,6.867097616,1,0,0,1
7,0,21,5.720576923,0,0,0,1
16,0,32,5.328012841,1,0,1,1
6,0,23,5.716731025,0,0,0,1
4,1,35,5.852818161,1,0,1,1
15,0,29,5.134581551,1,1,1,1
5,0,23,5.651656747,0,0,0,1
16,1,32,7.109835983,1,0,1,1
1,0,23,5.046250224,0,1,0,1
1,1,42,5.857623918,0,0,0,1
13,0,30,6.656827286,1,0,1,1
2,0,22,5.565793033,0,1,0,1
4,0,43,5.740742331,1,0,1,1
7,0,21,4.878070484,0,1,0,1
5,0,20,5.776055077,1,1,0,1
2,1,35,6.481267472,1,0,1,1
1,0,20,3.262268002,0,1,0,1
13,1,61,6.089125688,0,1,0,1
13,1,30,5.50333764,0,1,0,0
10,0,33,5.105697244,1,0,0,1
6,1,36,5.603270765,1,0,1,1
27,0,35,5.244565159,1,0,1,1
4,0,55,5.160723826,1,0,0,1
5,0,49,4.781973989,0,1,0,1
9,0,24,4.666261141,0,1,1,1
3,0,38,5.214105977,1,0,1,1
5,0,36,4.861901302,0,1,1,0
10,0,24,4.810358939,0,0,1,1
4,0,31,4.92264813,0,0,0,1
0,1,25,6.45125502,0,0,0,1
1,1,24,5.956300481,1,0,0,1
5,0,22,5.033621322,0,1,0,1
2,0,45,5.447835042,1,0,1,0
4,1,37,5.047790426,1,1,1,1
2,0,47,5.614894154,1,0,0,1
3,1,34,4.686352523,1,1,1,1
2,0,25,5.87651915,0,0,0,1
4,1,32,6.178327591,1,0,0,1
9,0,37,4.730234309,1,1,1,1
0,1,25,5.822496732,1,0,1,0
0,1,31,6.382753141,0,1,0,1
7,0,23,5.887336642,0,1,1,1
7,0,30,5.135549281,0,0,1,0
4,0,36,5.965233367,0,0,1,1
2,1,41,5.965789828,1,1,0,1
1,1,32,6.187013014,1,0,1,1
4,0,53,6.286512474,0,0,0,1
9,0,41,5.786861088,1,1,1,1
4,1,38,6.031308816,1,1,0,1
2,0,47,5.912427818,1,0,0,1
2,0,44,4.644232593,1,1,0,1
1,1,27,5.523079278,1,0,0,1
23,0,21,4.832726368,1,0,0,1
8,1,29,5.348042,1,1,1,1
6,0,25,5.398378985,1,0,1,0
8,1,21,5.855385849,0,1,0,1
5,0,54,4.98354682,0,1,0,1
5,0,20,5.062398915,0,0,0,1
4,0,35,5.427711406,1,0,1,1
4,0,26,5.712929568,0,1,0,1
6,1,31,5.872128509,0,1,0,1
3,0,33,6.300444094,1,0,1,1
16,0,37,6.145108514,1,0,1,1
1,1,23,5.746208304,0,1,0,1
3,0,21,6.516612084,0,0,0,0
2,0,28,6.151379374,0,1,1,0
12,0,51,6.006217786,1,0,1,1
2,1,39,6.720500914,1,0,1,1
14,1,30,5.28043165,1,1,1,1
5,1,38,6.094759818,1,1,1,1
12,0,30,5.433195228,1,0,1,1
19,0,43,5.990655144,1,1,1,1
1,1,29,5.303445628,1,1,1,1
1,1,30,6.343004986,1,1,0,1
1,0,24,4.63643531,0,1,0,1
2,1,33,6.31661063,1,0,1,1
3,0,36,5.601123674,0,0,1,0
24,0,46,4.881114013,1,1,0,1
3,0,32,5.741114769,0,0,0,1
1,1,36,6.829495149,1,0,1,1
4,0,44,5.341044752,1,1,1,0
4,1,35,6.222675988,1,1,0,1
4,0,23,4.847313973,0,1,0,1
1,0,50,4.877835623,0,1,0,1
2,0,22,5.209188279,0,0,1,1
9,1,35,5.46015239,0,0,0,1
3,1,28,5.021082789,1,0,1,1
1,1,50,5.886448656,0,1,0,1
2,0,29,5.254093275,0,0,0,1
26,0,61,5.666251055,0,1,0,0
2,0,31,5.126534095,0,1,1,0
3,0,41,6.290497617,1,0,1,1
5,0,26,5.72096462,0,0,0,1
1,0,30,5.127356645,0,0,1,1
1,1,29,5.395175632,1,0,1,1
4,0,26,5.976068239,1,1,1,1
3,0,47,6.09740787,1,0,0,1
2,0,24,5.517670078,0,0,0,1
2,1,29,5.912732584,1,0,0,1
7,0,35,5.723675077,0,1,0,1
5,0,44,6.684698567,1,0,1,1
3,0,41,6.228483428,1,0,0,1
2,0,31,6.011355709,0,1,0,1
11,0,48,5.927436041,1,0,1,1
11,0,21,5.11024768,0,0,0,1
13,0,37,6.38609652,0,0,0,1
1,1,40,6.300182437,1,0,1,1
15,0,53,5.393472389,1,1,0,1
3,1,26,5.855815977,1,0,1,1
6,0,41,6.38309124,1,1,1,0
4,0,36,4.675560302,0,0,0,1
2,1,53,6.648067364,1,0,0,1
1,1,49,6.494203635,1,0,1,1
3,0,34,5.053521348,0,1,0,0
3,0,35,5.969596856,0,1,1,0
2,0,58,6.570461079,1,0,0,1
17,1,31,6.848051321,1,0,1,1
0,1,42,5.845833248,1,1,1,1
1,0,23,5.739803926,1,0,1,1
3,1,40,6.101020813,1,1,1,1
15,0,27,5.131406984,0,0,0,0
2,1,41,5.961132318,1,0,1,1
0,1,40,5.697757537,1,0,1,1
11,0,47,5.45703623,1,0,1,1
2,0,49,6.563768623,1,0,0,1
10,0,51,5.279866912,1,0,0,1
12,0,61,6.174447381,1,0,0,1
2,0,61,6.21531196,1,0,0,1
7,0,61,5.053081039,1,0,0,1
4,1,23,5.546015211,0,0,0,0
1,0,28,4.86967248,1,1,1,1
6,0,39,4.699255576,1,0,1,1
0,0,31,6.19589406,0,0,0,1
3,0,49,5.673663853,1,1,0,0
8,0,56,6.418497464,0,0,0,1
2,1,27,5.93402202,1,1,1,1
1,1,31,5.418675676,1,0,1,1
4,0,35,5.88682239,1,1,1,1
3,0,44,5.813441018,1,0,1,0
3,0,24,6.520053037,1,0,1,1
13,1,20,4.792424307,1,1,1,1
5,1,41,6.75864034,1,0,1,1
2,0,20,4.983856528,0,1,0,1
10,1,50,6.266768207,1,0,1,1
14,0,43,6.317269175,1,0,1,0
1,1,27,6.246394256,0,0,0,1
7,0,31,6.572913017,0,0,0,1
1,0,23,5.757487788,0,1,0,1
12,0,37,6.238045657,1,1,1,0
1,1,35,6.610040411,1,0,1,1
2,1,36,6.00287204,1,0,1,1
6,0,30,5.409089489,1,1,1,1
13,0,50,5.688186017,1,0,0,1
6,0,38,5.579295047,0,0,0,1
7,0,35,6.50026606,0,1,1,0
1,1,49,4.748287031,0,0,0,1
17,0,41,6.305578369,1,0,1,1
5,0,20,5.371476726,0,0,1,1
10,0,32,6.383890443,1,0,1,1
9,0,22,5.441200917,1,0,0,1
13,0,38,6.065374025,1,0,1,1
1,0,23,4.497227094,0,1,0,1
1,1,29,5.587913139,0,1,0,1
1,1,21,5.566403046,1,1,0,1
1,1,35,5.708727163,0,1,1,1
3,0,26,6.501596402,0,0,0,1
16,0,47,6.457610182,0,1,0,1
0,0,21,5.077692134,0,0,0,0
11,0,39,6.114073969,0,0,0,0
13,0,30,6.462513954,1,0,1,1
7,0,25,5.382088384,0,1,0,1
3,0,27,5.680577061,1,1,1,1
15,1,37,7.314685923,1,0,0,1
1,1,48,6.730831349,1,0,1,1
3,0,25,6.462498272,1,0,0,1
3,0,24,5.351763436,1,0,1,1
2,1,40,5.888503242,1,0,0,1
3,0,49,5.922214386,1,1,0,1
4,0,32,5.361057785,1,0,1,1
4,1,34,6.109830429,1,0,1,1
11,0,38,5.013170303,1,1,1,1
5,1,25,5.905110484,1,0,1,1
12,1,31,5.692570365,1,0,0,1
11,0,32,6.717454772,1,0,1,1
1,1,45,6.198850305,0,0,0,1
4,0,34,5.621342762,1,1,1,1
3,0,32,5.838158894,1,0,1,1
1,1,36,6.029052805,1,0,0,1
6,0,34,5.637576105,1,1,0,1
0,1,43,5.283376734,1,0,1,1
8,0,40,6.144775234,1,0,1,0
